timestamp,time_s,true_temperature,low_cost_sensor,reference_sensor,raw_error,ambient_temperature,relative_humidity,rate_of_change
2026-09-08 10:04:59,299.0,37.291,40.059,37.321,2.738,22.36,49.0,-0.5397
2026-09-08 10:05:00,300.0,37.098,39.538,37.17,2.369,22.25,50.0,-0.4063
2026-09-08 10:05:01,301.0,36.907,39.246,36.881,2.366,22.33,49.9,0.0008
2026-09-08 10:05:02,302.0,36.718,39.54,36.763,2.777,22.35,50.1,0.0511
2026-09-08 10:05:03,303.0,36.531,39.348,36.541,2.808,22.45,49.9,-0.0376
2026-09-08 10:05:04,304.0,36.346,39.465,36.364,3.101,22.29,50.4,-0.0741
2026-09-08 10:05:05,305.0,36.163,39.2,36.151,3.049,22.33,50.5,-0.4463
2026-09-08 10:05:06,306.0,35.982,38.572,35.992,2.58,22.19,50.4,-0.6058
2026-09-08 10:05:07,307.0,35.804,37.989,35.863,2.126,22.4,50.2,-0.226
2026-09-08 10:05:08,308.0,35.627,38.12,35.664,2.456,22.25,49.5,0.0647
2026-09-08 10:05:09,309.0,35.452,38.118,35.524,2.594,22.27,50.7,-0.1683
2026-09-08 10:05:10,310.0,35.279,37.784,35.335,2.449,22.31,50.9,-0.3257
2026-09-08 10:05:11,311.0,35.108,37.467,35.142,2.325,22.19,50.7,-0.1048
2026-09-08 10:05:12,312.0,34.939,37.574,35.012,2.562,22.34,50.2,-0.1693
2026-09-08 10:05:13,313.0,34.772,37.128,34.806,2.322,22.4,50.8,-0.3343
2026-09-08 10:05:14,314.0,34.607,36.906,34.652,2.253,22.35,51.0,-0.0354
2026-09-08 10:05:15,315.0,34.444,37.057,34.455,2.602,22.21,51.3,-0.1364
2026-09-08 10:05:16,316.0,34.282,36.633,34.304,2.328,22.33,50.4,-0.1857
2026-09-08 10:05:17,317.0,34.123,36.686,34.122,2.564,22.4,50.7,-0.0537
2026-09-08 10:05:18,318.0,33.965,36.525,34.014,2.511,22.2,51.1,-2.8175
2026-09-08 10:05:19,319.0,33.809,31.051,33.793,-2.742,22.27,50.9,-0.3
2026-09-08 10:05:20,320.0,33.654,35.925,33.698,2.228,22.43,50.5,2.6905
2026-09-08 10:05:21,321.0,33.502,36.432,33.516,2.916,22.39,51.1,-0.2832
2026-09-08 10:05:22,322.0,33.351,35.359,33.406,1.953,22.4,51.2,-0.7842
2026-09-08 10:05:23,323.0,33.201,34.864,33.244,1.62,22.53,51.1,-0.2827
2026-09-08 10:05:24,324.0,33.054,34.793,33.128,1.665,22.42,51.2,0.0523
2026-09-08 10:05:25,325.0,32.908,,32.95,,22.44,51.0,0.1747
2026-09-08 10:05:26,326.0,32.763,35.143,32.736,2.407,22.62,51.8,-0.0156
2026-09-08 10:05:27,327.0,32.621,34.937,32.639,2.298,22.39,50.9,0.0541
2026-09-08 10:05:28,328.0,32.48,35.251,32.464,2.787,22.35,51.0,-0.5983
2026-09-08 10:05:29,329.0,32.34,33.74,32.344,1.396,22.46,51.3,-0.2926
2026-09-08 10:05:30,330.0,32.202,34.666,32.267,2.398,22.47,51.7,0.5933
2026-09-08 10:05:31,331.0,32.066,34.927,32.105,2.822,22.4,50.8,-0.4126
2026-09-08 10:05:32,332.0,31.931,33.841,31.93,1.911,22.37,50.9,-0.484
2026-09-08 10:05:33,333.0,31.797,33.959,31.787,2.172,22.64,50.6,-0.077
2026-09-08 10:05:34,334.0,31.665,33.686,31.686,2.0,22.49,51.5,-0.231
2026-09-08 10:05:35,335.0,31.535,33.497,31.518,1.978,22.42,51.1,-0.0647
2026-09-08 10:05:36,336.0,31.406,33.557,31.406,2.151,22.56,51.4,0.2686
2026-09-08 10:05:37,337.0,31.278,34.034,31.308,2.726,22.49,51.9,0.2425
2026-09-08 10:05:38,338.0,31.152,34.042,31.207,2.835,22.49,51.4,-0.4432
2026-09-08 10:05:39,339.0,31.028,33.148,31.066,2.082,22.56,51.8,-0.1212
2026-09-08 10:05:40,340.0,30.904,33.8,30.855,2.944,22.43,51.6,-0.0664
2026-09-08 10:05:41,341.0,30.782,33.015,30.811,2.203,22.57,52.0,-0.1564
2026-09-08 10:05:42,342.0,30.662,33.487,30.684,2.803,22.7,52.0,-0.151
2026-09-08 10:05:43,343.0,30.542,32.713,30.575,2.138,22.6,51.6,-0.4109
2026-09-08 10:05:44,344.0,30.425,32.665,30.493,2.172,22.55,51.8,-0.0452
2026-09-08 10:05:45,345.0,30.308,32.622,30.266,2.356,22.55,52.3,0.4093
2026-09-08 10:05:46,346.0,30.193,33.484,30.195,3.289,22.57,52.1,-0.0376
2026-09-08 10:05:47,347.0,30.079,32.547,30.117,2.431,22.59,51.4,-0.8013
2026-09-08 10:05:48,348.0,29.966,31.881,29.939,1.943,22.6,52.3,-0.0992
2026-09-08 10:05:49,349.0,29.855,32.349,29.919,2.43,22.71,51.6,-0.058
2026-09-08 10:05:50,350.0,29.744,31.765,29.776,1.99,22.51,52.6,-0.3723
2026-09-08 10:05:51,351.0,29.636,31.604,29.681,1.923,22.73,52.5,0.1066
2026-09-08 10:05:52,352.0,29.528,31.979,29.531,2.448,22.65,52.3,-0.0232
2026-09-08 10:05:53,353.0,29.421,31.558,29.466,2.092,22.72,52.2,-0.2233
2026-09-08 10:05:54,354.0,29.316,31.532,29.368,2.164,22.62,52.1,-0.1147
2026-09-08 10:05:55,355.0,29.212,31.328,29.239,2.09,22.83,52.5,-0.1003
2026-09-08 10:05:56,356.0,29.109,31.331,29.136,2.196,22.83,52.1,-0.0372
2026-09-08 10:05:57,357.0,29.007,31.254,29.035,2.219,22.83,52.4,-0.5058
2026-09-08 10:05:58,358.0,28.906,30.32,28.9,1.42,22.64,52.7,-0.0644
2026-09-08 10:05:59,359.0,28.807,31.125,28.822,2.303,22.85,52.1,0.0617
2026-09-08 10:06:00,360.0,28.708,30.443,28.723,1.72,22.83,52.1,-0.4733
2026-09-08 10:06:01,361.0,28.611,30.179,28.642,1.536,22.68,51.9,0.0586
2026-09-08 10:06:02,362.0,28.514,30.56,28.564,1.996,22.82,52.0,0.1653
2026-09-08 10:06:03,363.0,28.419,30.509,28.407,2.102,22.87,51.7,-0.2118
2026-09-08 10:06:04,364.0,28.325,30.137,28.341,1.796,22.9,52.8,0.0312
2026-09-08 10:06:05,365.0,28.232,30.572,28.296,2.275,22.89,53.3,-0.2119
2026-09-08 10:06:06,366.0,28.14,29.713,28.138,1.576,22.91,53.1,-0.3139
2026-09-08 10:06:07,367.0,28.049,29.944,28.044,1.9,23.02,51.9,0.0364
2026-09-08 10:06:08,368.0,27.959,29.786,27.985,1.801,23.02,52.9,-0.0319
2026-09-08 10:06:09,369.0,27.87,29.88,27.915,1.965,22.71,53.2,0.0573
2026-09-08 10:06:10,370.0,27.782,29.9,27.802,2.098,22.93,52.5,-0.261
2026-09-08 10:06:11,371.0,27.695,29.358,27.755,1.603,22.96,52.7,-0.0138
2026-09-08 10:06:12,372.0,27.609,29.873,27.655,2.218,22.85,51.9,0.0967
2026-09-08 10:06:13,373.0,27.524,29.551,27.569,1.982,23.01,52.8,-0.5475
2026-09-08 10:06:14,374.0,27.44,28.778,27.476,1.302,23.12,52.3,-0.4424
2026-09-08 10:06:15,375.0,27.356,28.667,27.446,1.22,22.95,52.9,0.2413
2026-09-08 10:06:16,376.0,27.274,29.261,27.288,1.973,23.09,52.2,0.2175
2026-09-08 10:06:17,377.0,27.193,29.102,27.153,1.949,23.0,53.1,-0.1015
2026-09-08 10:06:18,378.0,27.112,29.058,27.181,1.877,23.04,53.3,-0.0508
2026-09-08 10:06:19,379.0,27.033,29.0,27.039,1.961,23.23,52.6,-0.0261
2026-09-08 10:06:20,380.0,26.954,29.005,26.977,2.028,23.09,52.5,0.0881
2026-09-08 10:06:21,381.0,26.876,29.176,26.936,2.24,23.18,52.1,-0.3156
2026-09-08 10:06:22,382.0,26.8,28.374,26.772,1.603,23.02,52.9,-0.4517
2026-09-08 10:06:23,383.0,26.724,28.273,26.706,1.567,23.33,52.8,-0.0767
2026-09-08 10:06:24,384.0,26.648,28.221,26.62,1.6,23.25,52.4,0.1767
2026-09-08 10:06:25,385.0,26.574,28.626,26.57,2.056,23.21,53.2,0.3312
2026-09-08 10:06:26,386.0,26.501,28.883,26.534,2.349,23.28,52.9,-0.2032
2026-09-08 10:06:27,387.0,26.428,28.22,26.464,1.756,23.14,52.6,-0.7319
2026-09-08 10:06:28,388.0,26.356,27.419,26.384,1.035,23.37,52.9,-0.2981
2026-09-08 10:06:29,389.0,26.285,27.624,26.262,1.361,23.27,53.5,0.2175
2026-09-08 10:06:30,390.0,26.215,27.854,26.165,1.689,23.3,53.4,0.127
2026-09-08 10:06:31,391.0,26.145,27.877,26.167,1.711,23.29,53.1,0.0015
2026-09-08 10:06:32,392.0,26.076,27.857,26.082,1.775,23.3,53.4,0.0324
2026-09-08 10:06:33,393.0,26.008,27.942,26.042,1.9,23.42,52.7,-0.0542
2026-09-08 10:06:34,394.0,25.941,27.749,25.982,1.767,23.41,53.2,0.1066
2026-09-08 10:06:35,395.0,25.875,28.155,25.899,2.256,23.46,53.3,-0.1332
2026-09-08 10:06:36,396.0,25.809,27.482,25.852,1.631,23.42,53.1,-0.4032
2026-09-08 10:06:37,397.0,25.744,27.349,25.771,1.578,23.48,53.5,0.1342
2026-09-08 10:06:38,398.0,25.68,27.751,25.716,2.035,23.43,53.0,-0.185
2026-09-08 10:06:39,399.0,25.616,26.979,25.615,1.364,23.66,53.5,-0.082
2026-09-08 10:06:40,400.0,25.554,27.587,25.568,2.019,23.37,53.6,0.2211
2026-09-08 10:06:41,401.0,25.492,27.421,25.517,1.904,23.62,52.2,-0.1588
2026-09-08 10:06:42,402.0,25.43,27.269,25.475,1.795,23.65,53.8,0.1959
2026-09-08 10:06:43,403.0,25.369,27.813,25.378,2.436,23.49,52.2,-0.1464
2026-09-08 10:06:44,404.0,25.309,26.976,25.345,1.631,23.75,53.2,0.02
2026-09-08 10:06:45,405.0,25.25,27.853,25.262,2.591,23.67,53.8,0.0075
2026-09-08 10:06:46,406.0,25.191,26.992,25.208,1.784,23.69,53.3,-0.6452
2026-09-08 10:06:47,407.0,25.133,26.563,25.178,1.385,23.63,52.9,-0.0088
2026-09-08 10:06:48,408.0,25.076,26.974,25.036,1.938,23.63,53.0,-0.0247
2026-09-08 10:06:49,409.0,25.019,26.513,25.0,1.513,23.65,53.9,-0.2029
2026-09-08 10:06:50,410.0,24.963,26.568,24.938,1.63,23.72,52.7,0.1994
2026-09-08 10:06:51,411.0,24.907,26.912,24.857,2.055,23.82,54.0,0.171
2026-09-08 10:06:52,412.0,24.853,26.91,24.852,2.058,23.74,53.5,-0.2354
2026-09-08 10:06:53,413.0,24.798,26.441,24.841,1.6,23.67,53.1,0.0191
2026-09-08 10:06:54,414.0,24.745,26.949,24.756,2.192,23.83,53.3,0.2557
2026-09-08 10:06:55,415.0,24.692,26.953,24.718,2.235,23.85,53.2,0.0234
2026-09-08 10:06:56,416.0,24.639,26.995,24.692,2.304,23.85,54.0,-0.1644
2026-09-08 10:06:57,417.0,24.587,26.624,24.647,1.977,23.88,53.9,-0.0666
2026-09-08 10:06:58,418.0,24.536,26.862,24.554,2.308,23.81,53.0,-0.475
2026-09-08 10:06:59,419.0,24.485,25.674,24.546,1.128,23.78,53.5,-0.3469
2026-09-08 10:07:00,420.0,24.435,26.168,24.458,1.711,23.8,53.3,0.1254
2026-09-08 10:07:01,421.0,24.386,25.925,24.38,1.544,23.76,54.2,0.0251
2026-09-08 10:07:02,422.0,24.336,26.219,24.339,1.88,23.93,53.2,0.0009
2026-09-08 10:07:03,423.0,24.288,25.926,24.264,1.663,23.92,54.4,-0.1002
2026-09-08 10:07:04,424.0,24.24,26.018,24.233,1.785,23.91,53.7,0.3797
2026-09-08 10:07:05,425.0,24.193,26.686,24.202,2.484,23.72,53.3,-0.0497
2026-09-08 10:07:06,426.0,24.146,25.919,24.19,1.729,23.88,53.5,-0.3055
2026-09-08 10:07:07,427.0,24.099,26.075,24.171,1.904,24.08,53.4,-0.0589
2026-09-08 10:07:08,428.0,24.054,25.801,24.032,1.769,23.96,53.3,-0.1066
2026-09-08 10:07:09,429.0,24.008,25.862,24.04,1.822,24.06,53.8,-0.0052
2026-09-08 10:07:10,430.0,23.963,25.791,23.952,1.838,23.93,53.3,0.043
2026-09-08 10:07:11,431.0,23.919,,23.953,,24.18,53.0,0.1571
2026-09-08 10:07:12,432.0,23.875,26.105,23.891,2.213,24.07,53.7,0.1404
2026-09-08 10:07:13,433.0,23.832,26.228,23.797,2.431,24.12,53.1,-0.1945
2026-09-08 10:07:14,434.0,23.789,25.716,23.837,1.879,24.3,53.6,-0.2294
2026-09-08 10:07:15,435.0,23.747,25.77,23.749,2.021,24.25,53.5,-0.2993
2026-09-08 10:07:16,436.0,23.705,25.117,23.709,1.408,24.12,53.5,-0.1618
2026-09-08 10:07:17,437.0,23.663,25.446,23.651,1.795,24.11,54.7,0.3232
2026-09-08 10:07:18,438.0,23.622,25.764,23.623,2.141,24.15,53.9,0.1247
2026-09-08 10:07:19,439.0,23.582,25.696,23.615,2.081,24.23,54.0,-0.1693
2026-09-08 10:07:20,440.0,23.542,25.425,23.556,1.869,24.2,53.2,-0.0377
2026-09-08 10:07:21,441.0,23.502,25.62,23.532,2.088,24.19,53.7,0.0081
2026-09-08 10:07:22,442.0,23.463,25.441,23.494,1.947,24.35,54.0,0.0146
2026-09-08 10:07:23,443.0,23.424,25.649,23.484,2.166,24.24,53.6,-0.0751
2026-09-08 10:07:24,444.0,23.386,25.291,23.396,1.895,24.45,54.3,-0.3117
2026-09-08 10:07:25,445.0,23.348,25.026,23.324,1.702,24.29,53.5,-0.0308
2026-09-08 10:07:26,446.0,23.311,25.229,23.363,1.867,24.44,53.9,-0.4891
2026-09-08 10:07:27,447.0,23.274,24.048,23.284,0.764,24.34,53.8,-0.0298
2026-09-08 10:07:28,448.0,23.237,25.17,23.291,1.879,24.4,54.1,-0.1632
2026-09-08 10:07:29,449.0,23.201,23.722,23.232,0.489,24.28,53.8,-0.4058
2026-09-08 10:07:30,450.0,23.165,24.358,23.181,1.177,24.28,53.9,0.6808
2026-09-08 10:07:31,451.0,23.13,25.083,23.16,1.923,24.4,54.0,0.3489
2026-09-08 10:07:32,452.0,23.095,25.056,23.173,1.883,24.45,53.8,-0.3184
2026-09-08 10:07:33,453.0,23.06,24.446,23.142,1.304,24.39,54.3,-0.2436
2026-09-08 10:07:34,454.0,23.026,24.569,23.048,1.521,24.3,54.2,0.4082
2026-09-08 10:07:35,455.0,22.992,25.263,23.017,2.246,24.3,54.1,0.0053
2026-09-08 10:07:36,456.0,22.959,24.579,23.011,1.568,24.31,53.9,0.1184
2026-09-08 10:07:37,457.0,22.926,25.5,22.92,2.58,24.3,54.4,0.0505
2026-09-08 10:07:38,458.0,22.893,24.68,22.923,1.758,24.46,54.0,-0.3546
2026-09-08 10:07:39,459.0,22.861,24.791,22.88,1.911,24.55,54.0,0.2502
2026-09-08 10:07:40,460.0,22.829,25.181,22.858,2.323,24.47,54.2,-0.0812
2026-09-08 10:07:41,461.0,22.797,24.628,22.792,1.836,24.3,54.8,-0.4907
2026-09-08 10:07:42,462.0,22.766,24.199,22.738,1.462,24.48,53.6,-0.0741
2026-09-08 10:07:43,463.0,22.735,24.48,22.692,1.788,24.49,54.5,0.1376
2026-09-08 10:07:44,464.0,22.704,24.475,22.691,1.784,24.68,53.4,-0.2508
2026-09-08 10:07:45,465.0,22.674,23.979,22.68,1.298,24.41,54.3,-0.0694
2026-09-08 10:07:46,466.0,22.644,24.336,22.655,1.681,24.5,54.8,0.0785
2026-09-08 10:07:47,467.0,22.614,24.135,22.693,1.443,24.68,54.4,0.1764
2026-09-08 10:07:48,468.0,22.585,24.689,22.638,2.05,24.59,54.3,0.1062
2026-09-08 10:07:49,469.0,22.556,24.348,22.547,1.8,24.61,54.0,-0.2407
2026-09-08 10:07:50,470.0,22.528,24.207,22.558,1.649,24.58,54.3,-0.0537
2026-09-08 10:07:51,471.0,22.499,24.24,22.507,1.733,24.6,54.1,0.0598
2026-09-08 10:07:52,472.0,22.471,24.327,22.483,1.844,24.65,53.9,0.0981
2026-09-08 10:07:53,473.0,22.444,24.437,22.469,1.967,24.53,54.2,-0.2421
2026-09-08 10:07:54,474.0,22.417,23.843,22.455,1.388,24.67,54.4,-0.318
2026-09-08 10:07:55,475.0,22.389,23.801,22.399,1.401,24.5,54.0,0.3408
2026-09-08 10:07:56,476.0,22.363,24.525,22.415,2.11,24.64,54.0,0.083
2026-09-08 10:07:57,477.0,22.336,23.967,22.322,1.645,24.64,53.8,-0.4681
2026-09-08 10:07:58,478.0,22.31,23.588,22.33,1.258,24.58,54.5,0.1233
2026-09-08 10:07:59,479.0,22.284,24.213,22.382,1.831,24.63,54.5,0.3029
2026-09-08 10:08:00,480.0,22.259,24.194,22.286,1.909,24.59,54.4,-0.3714
2026-09-08 10:08:01,481.0,22.234,23.471,22.297,1.174,24.56,54.7,-0.0665
2026-09-08 10:08:02,482.0,22.209,24.061,22.231,1.83,24.62,54.4,0.3713
2026-09-08 10:08:03,483.0,22.184,24.213,22.221,1.992,24.57,54.5,0.0004
2026-09-08 10:08:04,484.0,22.159,24.062,22.178,1.884,24.69,54.5,-0.0428
2026-09-08 10:08:05,485.0,22.135,24.128,22.15,1.977,24.57,54.3,-0.3357
2026-09-08 10:08:06,486.0,22.111,23.391,22.108,1.283,24.73,54.2,-0.0768
2026-09-08 10:08:07,487.0,22.088,23.974,22.121,1.853,24.58,55.3,0.169
2026-09-08 10:08:08,488.0,22.065,23.729,22.059,1.67,24.63,54.2,-0.166
2026-09-08 10:08:09,489.0,22.041,23.642,22.081,1.561,24.63,54.1,0.182
2026-09-08 10:08:10,490.0,22.019,24.093,22.071,2.022,24.79,54.6,0.3204
2026-09-08 10:08:11,491.0,21.996,24.283,22.027,2.256,24.71,54.5,0.1389
2026-09-08 10:08:12,492.0,21.974,24.371,21.985,2.386,24.67,53.8,-0.0512
2026-09-08 10:08:13,493.0,21.952,24.18,21.985,2.195,24.73,54.9,-0.3554
2026-09-08 10:08:14,494.0,21.93,23.66,21.941,1.719,24.53,54.4,-0.1903
2026-09-08 10:08:15,495.0,21.908,23.8,21.956,1.844,24.69,54.0,0.1317
2026-09-08 10:08:16,496.0,21.887,23.923,21.852,2.071,24.86,54.9,-0.0619
2026-09-08 10:08:17,497.0,21.866,23.676,21.876,1.8,24.71,54.7,-0.1325
2026-09-08 10:08:18,498.0,21.845,23.658,21.805,1.853,24.7,53.9,0.102
2026-09-08 10:08:19,499.0,21.824,23.88,21.799,2.081,24.74,55.2,0.2218
